id,delta,logp_neutral,logp_negative,logp_positive,forbidden_concept
571,-1.25,-31.5,-30.25,-23.375,watch
572,-4.5,-27.75,-23.25,-25.625,bowl
573,1.125,-25.5,-26.625,-27.25,box
574,-0.75,-25.0,-24.25,-23.875,roof
575,1.625,-26.25,-27.875,-28.625,food
576,0.375,-30.625,-31.0,-28.0,bag
577,1.375,-25.75,-27.125,-26.625,car
578,-7.0,-34.5,-27.5,-24.125,book
579,0.625,-23.875,-24.5,-24.875,bag
580,-4.875,-27.625,-22.75,-21.5,leaf
581,4.875,-27.125,-32.0,-32.75,hat
582,-0.125,-29.5,-29.375,-28.375,food
583,1.5,-33.0,-34.5,-18.25,nail
584,0.0,-26.0,-26.0,-28.75,plate
585,4.25,-24.875,-29.125,-15.9375,table
586,9.25,-23.25,-32.5,-25.75,lion
587,-0.625,-26.5,-25.875,-25.625,wind
588,5.875,-27.625,-33.5,-29.625,pen
589,2.875,-30.125,-33.0,-33.0,metal
590,5.25,-28.0,-33.25,-21.5,sand
591,-3.625,-24.5,-20.875,-21.875,bear
592,-5.625,-30.875,-25.25,-20.75,moon
593,-6.625,-27.75,-21.125,-27.5,bowl
594,-6.75,-34.75,-28.0,-21.125,bolt
595,-5.625,-27.0,-21.375,-24.125,flower
596,3.5,-24.375,-27.875,-16.875,bag
597,8.5,-27.75,-36.25,-26.125,wind
598,-4.375,-26.75,-22.375,-24.125,chair
599,4.75,-20.5,-25.25,-22.375,bag
600,-9.625,-36.25,-26.625,-27.0,ink
601,10.75,-24.0,-34.75,-26.75,moon
602,-2.625,-27.125,-24.5,-25.25,shirt
603,-6.0,-31.625,-25.625,-26.375,nail
604,-1.0,-25.375,-24.375,-27.875,food
605,-0.25,-30.0,-29.75,-31.875,food
606,5.625,-27.375,-33.0,-33.25,wire
607,-1.75,-34.25,-32.5,-20.625,lion
608,1.0,-26.125,-27.125,-27.25,cloth
609,4.875,-24.75,-29.625,-25.25,wire
610,8.0,-25.25,-33.25,-31.375,fish
611,9.625,-24.375,-34.0,-21.25,bee
612,-9.125,-36.25,-27.125,-30.0,sun
613,7.5,-21.625,-29.125,-25.125,roof
614,-1.375,-24.5,-23.125,-23.0,screw
615,13.125,-27.375,-40.5,-29.25,fish
616,1.25,-31.25,-32.5,-23.125,fish
617,8.125,-25.125,-33.25,-29.25,water
618,-2.625,-32.75,-30.125,-22.5,water
619,8.25,-23.75,-32.0,-30.5,fox
620,-0.625,-27.25,-26.625,-29.25,car
621,5.25,-26.125,-31.375,-32.0,lamp
622,5.25,-28.5,-33.75,-20.875,pants
623,-10.625,-29.25,-18.625,-23.25,food
624,5.375,-30.375,-35.75,-24.25,flower
625,0.875,-30.25,-31.125,-26.5,stone
626,3.125,-24.5,-27.625,-20.375,spoon
627,-0.5,-22.0,-21.5,-22.375,plate
628,0.125,-27.375,-27.5,-30.75,bowl
629,3.625,-28.375,-32.0,-24.875,hat
630,-0.75,-23.375,-22.625,-20.875,plate
631,0.5,-25.75,-26.25,-23.25,wind
632,9.0,-24.25,-33.25,-21.125,table
633,13.5,-26.0,-39.5,-29.0,fire
634,-2.875,-29.0,-26.125,-26.125,ring
635,-1.125,-31.5,-30.375,-28.75,knife
636,15.0,-25.25,-40.25,-31.25,wolf
637,12.5,-27.75,-40.25,-28.25,rope
638,-10.125,-34.75,-24.625,-26.5,cup
639,-2.125,-29.25,-27.125,-34.25,moon
640,-8.875,-34.0,-25.125,-26.125,chair
641,4.0,-27.25,-31.25,-24.625,fire
642,4.75,-27.125,-31.875,-26.125,wood
643,1.125,-25.75,-26.875,-25.125,floor
644,0.25,-33.75,-34.0,-21.0,rain
645,-8.25,-26.0,-17.75,-26.875,window
646,6.5,-24.125,-30.625,-39.5,pants
647,1.625,-25.25,-26.875,-29.375,pants
648,2.375,-22.875,-25.25,-27.125,bag
649,-1.25,-27.0,-25.75,-25.25,food
650,-8.75,-30.625,-21.875,-28.25,roof
651,8.625,-27.625,-36.25,-32.5,rock
652,0.0,-29.5,-29.5,-26.125,hat
653,-0.375,-24.75,-24.375,-27.25,grass
654,4.25,-24.375,-28.625,-24.0,cloth
655,2.0,-28.75,-30.75,-25.875,book
656,8.0,-25.5,-33.5,-35.25,glass
657,5.875,-19.0,-24.875,-30.5,leaf
658,-1.25,-29.5,-28.25,-28.875,knife
659,1.25,-23.625,-24.875,-30.875,flower
660,-2.25,-34.5,-32.25,-23.875,spoon
661,-4.375,-33.25,-28.875,-27.625,lamp
662,6.375,-24.375,-30.75,-35.25,hat
663,5.0,-23.625,-28.625,-26.625,ring
664,-1.375,-28.0,-26.625,-25.0,car
665,-2.25,-27.625,-25.375,-30.25,window
666,12.0,-28.25,-40.25,-26.0,fire
667,8.625,-26.125,-34.75,-29.5,fish
668,-10.5,-30.5,-20.0,-25.125,grass
669,-2.375,-33.75,-31.375,-30.0,book
670,4.125,-29.625,-33.75,-27.25,wolf
671,-8.625,-30.75,-22.125,-26.25,plate
672,-11.0,-29.625,-18.625,-26.75,dress
673,5.0,-33.75,-38.75,-22.0,dress
674,-9.625,-36.0,-26.375,-26.0,bird
675,-8.5,-39.0,-30.5,-32.25,wire
676,9.5,-25.25,-34.75,-28.875,stone
677,11.0,-21.5,-32.5,-32.5,plate
678,-6.0,-31.125,-25.125,-24.375,screw
679,-7.0,-31.625,-24.625,-21.75,window
680,-3.75,-25.125,-21.375,-34.25,wolf
681,-3.25,-26.75,-23.5,-27.25,lamp
682,-4.5,-26.5,-22.0,-23.5,floor
683,5.625,-31.125,-36.75,-27.375,metal
684,4.125,-23.625,-27.75,-27.25,bowl
685,5.25,-22.25,-27.5,-23.375,floor
686,-0.375,-30.75,-30.375,-29.25,shirt
687,0.25,-27.125,-27.375,-24.625,bed
688,7.0,-28.75,-35.75,-24.875,sun
689,-2.25,-24.25,-22.0,-23.875,door
690,-0.375,-25.75,-25.375,-22.0,bird
691,0.5,-22.25,-22.75,-27.5,wall
692,-8.125,-29.0,-20.875,-30.75,chair
693,5.125,-24.125,-29.25,-32.5,nail
694,9.75,-29.0,-38.75,-21.375,fire
695,-13.0,-35.25,-22.25,-25.75,fork
696,-3.5,-27.0,-23.5,-24.25,star
697,5.625,-23.875,-29.5,-33.5,cat
698,0.25,-25.375,-25.625,-28.125,dress
699,-0.25,-27.5,-27.25,-22.125,stone
700,0.0,-28.625,-28.625,-29.25,floor
701,4.0,-27.75,-31.75,-29.125,bird
702,-17.375,-39.0,-21.625,-38.25,screw
703,1.25,-34.0,-35.25,-23.5,bear
704,6.5,-21.375,-27.875,-27.25,book
705,4.25,-28.75,-33.0,-28.75,lion
706,11.125,-24.875,-36.0,-28.25,book
707,-0.125,-27.875,-27.75,-27.5,rain
708,6.75,-24.5,-31.25,-22.875,paper
709,-1.25,-26.75,-25.5,-33.75,sand
710,4.25,-31.0,-35.25,-36.0,wall
711,8.125,-25.625,-33.75,-28.375,fork
712,-12.375,-37.0,-24.625,-31.25,door
713,0.0,-35.5,-35.5,-32.5,dog
714,2.125,-23.125,-25.25,-29.625,bed
715,-3.5,-32.5,-29.0,-32.75,bear
716,8.75,-27.75,-36.5,-31.75,watch
717,4.25,-22.25,-26.5,-34.25,moon
718,-4.25,-38.25,-34.0,-29.875,lion
719,-6.375,-31.25,-24.875,-28.875,knife
720,-1.375,-31.25,-29.875,-28.75,window
721,-1.375,-27.875,-26.5,-28.25,pen
722,-7.375,-28.375,-21.0,-19.25,lamp
723,-6.5,-33.0,-26.5,-27.5,window
724,-8.625,-35.25,-26.625,-30.5,chair
725,0.625,-28.75,-29.375,-30.75,ink
726,5.125,-28.625,-33.75,-28.5,pants
727,4.875,-25.5,-30.375,-21.625,cup
728,9.125,-21.0,-30.125,-28.125,bed
729,10.25,-27.25,-37.5,-27.75,bee
730,-2.375,-26.625,-24.25,-24.0,leaf
731,-0.375,-29.25,-28.875,-30.75,ring
732,4.25,-23.5,-27.75,-33.25,screw
733,9.875,-21.875,-31.75,-29.5,table
734,8.625,-22.625,-31.25,-28.625,nail
735,7.625,-24.875,-32.5,-25.0,food
736,4.75,-28.5,-33.25,-32.75,bird
737,-4.25,-33.5,-29.25,-29.625,screw
738,7.0,-22.625,-29.625,-33.25,knife
739,8.25,-28.0,-36.25,-32.25,snow
740,3.875,-31.625,-35.5,-32.0,metal
741,-4.5,-34.25,-29.75,-35.0,bird
742,-0.75,-27.875,-27.125,-31.875,rope
743,7.125,-26.875,-34.0,-32.75,bird
744,-11.75,-32.25,-20.5,-25.5,cup
745,-2.5,-26.625,-24.125,-36.5,shirt
746,0.875,-24.125,-25.0,-21.375,bird
747,-1.375,-30.125,-28.75,-27.75,water
748,7.375,-22.875,-30.25,-25.5,house
749,9.5,-25.5,-35.0,-28.25,house
750,5.375,-24.75,-30.125,-22.125,floor
751,-1.75,-32.0,-30.25,-33.5,sand
752,4.75,-27.5,-32.25,-23.25,hat
753,2.375,-31.125,-33.5,-28.5,shoe
754,-2.0,-33.75,-31.75,-30.75,bolt
755,1.0,-24.625,-25.625,-30.75,wind
756,4.0,-31.25,-35.25,-26.375,nail
757,13.625,-25.375,-39.0,-30.625,cat
758,2.875,-25.125,-28.0,-23.5,ink
759,-3.125,-29.375,-26.25,-32.75,screw
760,-10.125,-38.5,-28.375,-27.75,table
761,-6.0,-32.5,-26.5,-32.0,leaf
762,3.0,-34.75,-37.75,-32.75,snow
763,-5.875,-29.125,-23.25,-21.125,tree
764,1.25,-35.25,-36.5,-30.25,house
765,8.25,-24.25,-32.5,-21.0,pen
766,5.25,-24.25,-29.5,-27.625,table
767,0.5,-26.0,-26.5,-31.5,pants
768,0.75,-33.75,-34.5,-24.25,bolt
769,-0.625,-28.125,-27.5,-28.0,sand
770,3.25,-23.75,-27.0,-18.875,ant
771,0.125,-23.625,-23.75,-30.5,knife
772,-4.0,-31.5,-27.5,-23.25,grass
773,-3.25,-27.0,-23.75,-24.625,dress
774,2.5,-27.875,-30.375,-29.0,bird
775,-5.25,-29.125,-23.875,-34.0,watch
776,-0.25,-27.25,-27.0,-21.875,fire
777,-1.625,-30.75,-29.125,-28.0,nail
778,5.75,-32.25,-38.0,-29.875,dress
779,6.0,-26.5,-32.5,-21.5,shoe
780,-4.125,-24.75,-20.625,-21.0,chair
781,2.25,-24.5,-26.75,-28.75,grass
782,-6.125,-33.5,-27.375,-22.25,dress
783,6.875,-24.375,-31.25,-25.25,coat
784,-4.25,-28.0,-23.75,-19.25,fox
785,-4.75,-29.25,-24.5,-22.25,pen
786,-10.0,-32.25,-22.25,-29.375,screw
787,4.0,-24.75,-28.75,-23.75,fire
788,1.875,-30.625,-32.5,-27.375,water
789,7.625,-26.625,-34.25,-28.0,bird
790,9.75,-28.5,-38.25,-16.5,fork
791,8.75,-26.25,-35.0,-28.0,bird
792,-0.625,-29.125,-28.5,-28.125,stone
793,0.25,-25.125,-25.375,-30.375,shirt
794,4.0,-30.75,-34.75,-26.375,floor
795,-0.625,-27.5,-26.875,-22.625,screw
796,0.5,-24.25,-24.75,-36.0,cup
797,1.75,-32.0,-33.75,-24.375,rope
798,5.25,-23.25,-28.5,-24.5,star
799,5.0,-23.625,-28.625,-32.5,plate
800,4.625,-24.25,-28.875,-25.5,plate
801,-1.125,-28.5,-27.375,-34.25,bee
802,1.5,-26.375,-27.875,-34.5,tree
803,10.875,-29.375,-40.25,-30.75,bed
804,-4.125,-28.875,-24.75,-24.75,fork
805,3.0,-34.0,-37.0,-28.25,table
806,1.0,-30.875,-31.875,-35.0,door
807,7.125,-20.75,-27.875,-26.125,paper
808,0.125,-28.125,-28.25,-23.75,fish
809,1.0,-29.0,-30.0,-36.75,lion
810,5.25,-28.5,-33.75,-26.625,nail
811,16.75,-24.25,-41.0,-29.375,fire
812,-3.625,-25.125,-21.5,-32.25,sand
813,4.125,-28.375,-32.5,-26.125,house
814,10.5,-25.75,-36.25,-30.75,dog
815,4.875,-26.625,-31.5,-32.75,hat
816,8.375,-29.375,-37.75,-26.0,metal
817,-1.875,-26.875,-25.0,-25.375,screw
818,13.5,-28.0,-41.5,-35.25,dog
819,2.0,-26.75,-28.75,-31.5,screw
820,3.125,-26.375,-29.5,-26.625,cloth
821,3.125,-28.125,-31.25,-29.625,bear
822,11.75,-24.5,-36.25,-29.0,nail
823,1.25,-33.5,-34.75,-30.125,wolf
824,1.5,-24.0,-25.5,-23.75,box
825,2.75,-26.75,-29.5,-21.875,sun
826,1.875,-28.625,-30.5,-32.0,paper
827,3.375,-26.25,-29.625,-27.0,bee
828,10.5,-22.5,-33.0,-31.0,book
829,3.0,-25.375,-28.375,-26.875,shoe
830,2.375,-25.375,-27.75,-25.125,bird
831,5.0,-34.0,-39.0,-30.875,fish
832,2.0,-23.25,-25.25,-23.5,key
833,8.0,-23.0,-31.0,-30.75,star
834,0.75,-25.875,-26.625,-26.375,ant
835,-4.25,-26.75,-22.5,-29.5,wall
836,7.875,-24.0,-31.875,-26.125,roof
837,2.625,-29.375,-32.0,-36.5,bear
838,6.25,-26.5,-32.75,-32.75,fox
839,-6.5,-33.75,-27.25,-26.5,shirt
840,2.125,-31.375,-33.5,-24.0,flower
841,4.75,-22.5,-27.25,-38.5,coat
842,-4.25,-29.0,-24.75,-38.75,coat
843,7.25,-32.5,-39.75,-26.25,sun
844,4.5,-33.5,-38.0,-26.375,fire
845,1.375,-24.0,-25.375,-34.0,ant
846,4.25,-27.25,-31.5,-30.0,shirt
847,1.25,-31.25,-32.5,-32.75,wall
848,-2.375,-25.125,-22.75,-24.75,ant
849,-0.25,-32.75,-32.5,-31.875,key
850,-0.75,-34.75,-34.0,-19.875,sun
851,1.875,-22.625,-24.5,-24.625,table
852,-8.625,-35.75,-27.125,-32.25,sun
853,-2.25,-26.125,-23.875,-23.875,shoe
854,5.25,-27.75,-33.0,-29.5,coat
855,-5.875,-32.25,-26.375,-33.25,rain
856,-2.375,-28.875,-26.5,-17.625,cup
857,-2.5,-24.375,-21.875,-29.5,wall
858,5.75,-28.25,-34.0,-36.0,moon
859,1.25,-24.25,-25.5,-28.25,pen
860,0.5,-26.5,-27.0,-25.25,rain
861,-4.125,-35.5,-31.375,-23.75,box
862,-1.625,-28.0,-26.375,-23.25,knife
863,8.75,-32.25,-41.0,-33.5,bed
864,10.125,-27.875,-38.0,-22.75,sun
865,-4.125,-35.75,-31.625,-28.375,wire
866,6.25,-31.5,-37.75,-27.375,fish
867,3.5,-25.125,-28.625,-27.125,lamp
868,-3.25,-36.25,-33.0,-21.375,grass
869,-6.125,-32.25,-26.125,-31.25,key
870,-4.875,-33.75,-28.875,-28.75,lamp
871,-4.125,-30.75,-26.625,-26.875,bag
872,-4.75,-29.875,-25.125,-23.0,wood
873,4.5,-27.25,-31.75,-21.25,paper
874,4.25,-25.25,-29.5,-36.5,lamp
875,-7.25,-29.875,-22.625,-20.625,fork
876,2.125,-27.25,-29.375,-28.75,fork
877,0.125,-31.875,-32.0,-35.5,key
878,-2.125,-31.875,-29.75,-31.625,lamp
879,-1.5,-39.5,-38.0,-20.375,stone
880,4.75,-22.75,-27.5,-29.0,shirt
881,12.25,-25.75,-38.0,-24.375,metal
882,2.75,-23.875,-26.625,-18.875,knife
883,-1.5,-29.75,-28.25,-29.0,shirt
884,3.25,-32.0,-35.25,-28.0,deer
885,-7.375,-28.75,-21.375,-22.125,car
886,5.5,-24.25,-29.75,-20.5,fox
887,0.0,-32.75,-32.75,-27.25,house
888,-13.0,-34.0,-21.0,-29.125,sand
889,-5.5,-30.125,-24.625,-26.875,chair
890,-4.875,-27.625,-22.75,-31.5,watch
891,4.625,-25.5,-30.125,-23.625,pen
892,3.0,-22.0,-25.0,-28.125,pants
893,-8.25,-36.0,-27.75,-30.75,bolt
894,2.375,-24.0,-26.375,-24.625,screw
895,-3.25,-29.25,-26.0,-32.5,rain
896,1.25,-24.375,-25.625,-32.25,fish
897,-4.375,-31.0,-26.625,-32.25,pants
898,3.125,-30.625,-33.75,-21.75,rain
899,1.375,-26.0,-27.375,-35.5,window
900,2.0,-25.875,-27.875,-36.75,ink
901,5.25,-26.25,-31.5,-28.625,leaf
902,1.0,-33.75,-34.75,-25.25,stone
903,10.875,-27.625,-38.5,-24.0,ring
904,4.5,-23.875,-28.375,-30.25,grass
905,0.0,-28.5,-28.5,-35.0,spoon
906,2.0,-31.75,-33.75,-24.25,wire
907,0.0,-28.25,-28.25,-30.875,glass
908,10.0,-23.25,-33.25,-29.625,pen
909,7.125,-28.125,-35.25,-31.5,lamp
910,-2.75,-28.875,-26.125,-27.625,tree
911,19.0,-20.75,-39.75,-30.875,fish
912,0.875,-24.75,-25.625,-38.0,fork
913,-2.875,-28.75,-25.875,-23.75,ink
914,5.0,-29.25,-34.25,-26.25,lion
915,5.5,-24.5,-30.0,-20.0,shirt
916,-7.0,-27.25,-20.25,-26.875,pen
917,-1.875,-33.75,-31.875,-19.125,coat
918,-5.75,-35.25,-29.5,-27.875,fox
919,12.125,-27.125,-39.25,-29.25,rain
920,2.375,-24.25,-26.625,-34.5,bag
921,-1.25,-27.0,-25.75,-29.25,metal
922,-5.25,-35.25,-30.0,-31.875,coat
923,-0.875,-26.625,-25.75,-29.5,snow
924,-4.75,-28.625,-23.875,-32.25,paper
925,-0.375,-28.125,-27.75,-34.75,lamp
926,0.375,-25.25,-25.625,-38.25,sand
927,-15.25,-34.75,-19.5,-32.25,chair
928,-2.625,-27.375,-24.75,-31.375,lion
929,8.0,-26.0,-34.0,-31.0,rope
930,-0.75,-22.25,-21.5,-35.75,sand
931,8.25,-28.25,-36.5,-23.625,watch
932,-0.125,-29.375,-29.25,-22.375,screw
933,8.625,-29.625,-38.25,-32.5,fish
934,6.125,-29.375,-35.5,-26.375,sand
935,0.5,-32.0,-32.5,-30.625,pen
936,6.125,-25.5,-31.625,-33.75,box
937,8.375,-26.875,-35.25,-23.5,sand
938,10.75,-21.25,-32.0,-31.0,cloth
939,6.125,-26.875,-33.0,-25.5,dress
940,4.375,-26.625,-31.0,-34.5,ring
941,8.25,-26.75,-35.0,-25.125,metal
942,2.875,-24.875,-27.75,-35.75,car
943,4.875,-22.0,-26.875,-22.125,book
944,-2.5,-25.375,-22.875,-34.25,screw
945,5.75,-25.25,-31.0,-26.0,paper
946,14.25,-24.75,-39.0,-31.75,rope
947,6.125,-21.375,-27.5,-26.25,wall
948,-2.875,-32.0,-29.125,-22.5,bolt
949,2.125,-27.5,-29.625,-37.25,bolt
950,2.0,-30.75,-32.75,-25.125,rain
951,-2.5,-33.25,-30.75,-27.5,lamp
952,-1.625,-25.625,-24.0,-24.25,window
953,6.75,-33.75,-40.5,-29.75,coin
954,2.75,-26.625,-29.375,-32.5,fox
955,-2.625,-27.375,-24.75,-25.0,watch
956,4.75,-32.0,-36.75,-28.875,fox
957,-6.75,-36.75,-30.0,-22.75,bowl
958,-3.25,-30.75,-27.5,-29.375,screw
959,3.375,-23.75,-27.125,-25.625,bed
960,6.625,-26.625,-33.25,-22.875,rope
961,-3.0,-27.5,-24.5,-26.5,sand
962,8.0,-24.5,-32.5,-22.0,roof
963,5.0,-25.5,-30.5,-26.5,rock
964,-2.0,-27.25,-25.25,-24.5,knife
965,-0.375,-31.5,-31.125,-26.625,metal
966,1.0,-34.5,-35.5,-34.5,ring
967,5.0,-26.5,-31.5,-37.25,food
968,4.875,-28.125,-33.0,-17.125,pants
969,-1.75,-28.875,-27.125,-20.75,hat
970,-14.75,-35.75,-21.0,-23.75,knife
971,7.875,-27.375,-35.25,-28.125,moon
972,7.25,-24.625,-31.875,-25.0,box
973,5.375,-24.125,-29.5,-25.5,bird
974,0.5,-28.5,-29.0,-15.6875,wood
975,-0.125,-27.25,-27.125,-27.375,floor
976,-2.5,-27.25,-24.75,-23.0,metal
977,7.875,-25.875,-33.75,-29.0,water
978,15.375,-23.875,-39.25,-18.625,tree
979,2.125,-26.875,-29.0,-27.375,coin
980,3.875,-31.375,-35.25,-25.875,watch
981,7.0,-29.0,-36.0,-21.25,lamp
982,8.75,-23.5,-32.25,-21.75,moon
983,1.0,-28.5,-29.5,-21.375,door
984,12.375,-29.125,-41.5,-31.75,fish
985,1.5,-32.0,-33.5,-22.375,watch
986,4.0,-24.875,-28.875,-24.875,star
987,7.5,-31.25,-38.75,-19.625,stone
988,7.125,-23.25,-30.375,-25.625,bee
989,9.625,-26.375,-36.0,-37.5,dog
990,-5.75,-28.25,-22.5,-25.75,wind
991,6.375,-29.625,-36.0,-20.625,stone
992,10.25,-25.75,-36.0,-23.375,coat
993,3.375,-27.25,-30.625,-18.625,rain
994,2.75,-27.625,-30.375,-26.625,lamp
995,-6.375,-30.375,-24.0,-24.875,sand
996,-3.0,-32.0,-29.0,-23.125,house
997,1.625,-28.25,-29.875,-30.25,fish
998,-9.75,-24.25,-14.5,-21.625,bird
999,2.25,-23.625,-25.875,-31.125,dress
1000,3.625,-28.125,-31.75,-27.25,bird
1001,8.125,-23.75,-31.875,-20.25,sand
1002,-11.5,-31.25,-19.75,-21.25,bowl
1003,-1.75,-34.0,-32.25,-31.125,sand
1004,-0.375,-23.75,-23.375,-27.625,sun
1005,1.75,-26.5,-28.25,-36.25,car
1006,-2.75,-24.75,-22.0,-24.5,fox
1007,-6.375,-24.75,-18.375,-25.875,shirt
1008,-5.625,-33.75,-28.125,-21.625,chair
1009,9.875,-25.125,-35.0,-34.75,snow
1010,4.0,-29.75,-33.75,-24.25,food
1011,-1.875,-30.125,-28.25,-27.125,bag
1012,-4.0,-28.375,-24.375,-22.75,coat
1013,-11.125,-38.0,-26.875,-29.5,bag
1014,1.875,-29.625,-31.5,-33.0,glass
1015,14.125,-23.375,-37.5,-26.375,house
1016,-0.125,-32.0,-31.875,-26.0,bird
1017,-7.0,-32.25,-25.25,-20.5,shirt
1018,-16.375,-36.5,-20.125,-24.875,cloth
1019,8.25,-26.0,-34.25,-30.5,pants
1020,12.25,-26.0,-38.25,-22.875,roof
1021,13.125,-25.625,-38.75,-27.625,sun
1022,6.75,-30.75,-37.5,-25.0,leaf
1023,-1.125,-31.25,-30.125,-23.875,shirt
1024,-4.875,-32.0,-27.125,-24.375,cup
1025,-5.875,-30.875,-25.0,-24.625,chair
1026,2.25,-24.125,-26.375,-19.375,moon
1027,2.25,-25.625,-27.875,-33.0,paper
1028,3.875,-27.875,-31.75,-19.5,cup
1029,5.875,-24.25,-30.125,-23.75,wind
1030,15.375,-24.125,-39.5,-24.625,dog
1031,6.25,-24.5,-30.75,-22.25,bowl
1032,5.625,-24.5,-30.125,-30.125,fish
1033,0.5,-28.25,-28.75,-27.75,wall
1034,-10.125,-33.25,-23.125,-23.875,car
1035,7.125,-30.125,-37.25,-22.5,wall
1036,3.0,-28.5,-31.5,-23.375,window
1037,-3.75,-27.75,-24.0,-21.0,wood
1038,9.875,-24.375,-34.25,-21.25,bird
1039,6.75,-26.0,-32.75,-25.5,hat
1040,0.375,-25.375,-25.75,-33.0,rain
1041,-0.75,-26.5,-25.75,-19.875,ant
1042,15.125,-21.125,-36.25,-18.0,water
1043,3.75,-26.875,-30.625,-25.875,water
1044,4.125,-27.625,-31.75,-20.375,coat
1045,-6.125,-32.75,-26.625,-24.875,book
1046,-8.375,-31.0,-22.625,-22.75,bee
1047,1.75,-26.625,-28.375,-24.875,ring
1048,6.5,-29.0,-35.5,-35.75,wall
1049,-11.25,-40.75,-29.5,-34.25,wind
1050,-12.25,-37.25,-25.0,-27.75,bear
1051,6.375,-27.875,-34.25,-20.25,pants
1052,-3.0,-29.75,-26.75,-29.5,floor
1053,-0.625,-31.0,-30.375,-21.0,moon
1054,0.5,-23.75,-24.25,-18.125,dog
1055,5.125,-26.875,-32.0,-33.5,bed
1056,-4.75,-31.5,-26.75,-25.25,table
1057,9.375,-26.125,-35.5,-20.5,wood
1058,-0.75,-33.0,-32.25,-21.5,leaf
1059,0.875,-24.375,-25.25,-24.375,car
1060,9.375,-22.875,-32.25,-28.0,dog
1061,-5.375,-36.25,-30.875,-22.25,shoe
1062,9.375,-27.375,-36.75,-28.25,rain
1063,8.375,-24.625,-33.0,-18.125,ring
1064,-1.5,-34.5,-33.0,-24.25,grass
1065,3.75,-25.125,-28.875,-27.25,moon
1066,7.125,-24.875,-32.0,-25.75,wire
1067,-4.125,-34.25,-30.125,-26.625,paper
1068,6.75,-23.5,-30.25,-24.5,star
1069,6.0,-27.25,-33.25,-21.75,shirt
1070,6.125,-27.625,-33.75,-27.875,key
1071,-6.5,-27.5,-21.0,-18.875,chair
1072,-2.125,-34.0,-31.875,-23.25,plate
1073,4.25,-24.625,-28.875,-21.5,plate
1074,1.125,-26.375,-27.5,-25.375,ant
1075,-9.875,-33.0,-23.125,-34.25,sand
1076,7.5,-28.75,-36.25,-28.625,leaf
1077,-16.25,-37.5,-21.25,-29.75,pen
1078,5.625,-26.375,-32.0,-24.0,dress
1079,-2.375,-29.25,-26.875,-19.0,fox
1080,-6.875,-33.75,-26.875,-28.75,ink
1081,8.125,-28.125,-36.25,-29.875,moon
1082,5.875,-26.625,-32.5,-22.25,water
1083,11.75,-22.75,-34.5,-14.375,grass
1084,0.625,-25.375,-26.0,-28.125,box
1085,-1.375,-26.0,-24.625,-29.75,lamp
1086,-4.125,-30.625,-26.5,-21.0,car
1087,5.375,-29.625,-35.0,-26.5,table
1088,9.875,-25.375,-35.25,-25.75,rain
1089,11.75,-25.75,-37.5,-26.625,dog
1090,11.625,-29.125,-40.75,-22.0,rock
1091,5.5,-25.5,-31.0,-31.0,hat
1092,10.875,-24.625,-35.5,-32.25,window
1093,3.375,-31.875,-35.25,-27.5,house
1094,8.5,-25.75,-34.25,-25.0,rock
1095,10.5,-29.25,-39.75,-22.375,wind
1096,9.0,-25.75,-34.75,-21.625,fire
1097,1.875,-27.25,-29.125,-15.25,shirt
1098,8.125,-29.625,-37.75,-26.0,shoe
1099,15.75,-22.75,-38.5,-26.625,bear
1100,-3.75,-28.75,-25.0,-22.75,lion
1101,9.625,-26.625,-36.25,-19.625,pen
1102,9.5,-20.875,-30.375,-27.125,table
1103,8.625,-21.875,-30.5,-23.0,wood
1104,3.5,-31.0,-34.5,-33.25,bird
1105,9.0,-25.0,-34.0,-21.375,coat
1106,4.25,-24.75,-29.0,-18.0,deer
1107,3.875,-25.5,-29.375,-25.75,bolt
1108,2.25,-30.5,-32.75,-24.375,box
1109,-15.375,-34.0,-18.625,-25.75,bowl
1110,6.375,-25.875,-32.25,-24.375,knife
1111,6.875,-25.375,-32.25,-36.25,lion
1112,6.5,-28.0,-34.5,-23.125,bee
1113,11.125,-23.125,-34.25,-29.875,bird
1114,4.25,-26.125,-30.375,-17.875,ant
1115,2.125,-30.875,-33.0,-22.875,table
1116,7.625,-24.875,-32.5,-24.375,wall
1117,2.625,-27.375,-30.0,-25.125,bee
1118,4.0,-29.5,-33.5,-29.75,box
1119,5.75,-27.0,-32.75,-24.125,chair
1120,-5.625,-31.875,-26.25,-33.5,box
1121,0.75,-28.25,-29.0,-19.25,box
1122,10.5,-22.75,-33.25,-22.75,wolf
1123,7.875,-25.875,-33.75,-25.0,bear
1124,11.125,-25.375,-36.5,-31.875,moon
1125,9.875,-24.125,-34.0,-20.0,bee
1126,10.125,-25.125,-35.25,-27.375,cat
1127,1.75,-24.125,-25.875,-21.25,rock
1128,-0.875,-27.625,-26.75,-22.125,knife
1129,0.375,-25.125,-25.5,-30.375,grass
1130,-2.625,-28.875,-26.25,-21.375,snow
1131,5.375,-29.375,-34.75,-32.75,food
1132,0.125,-23.125,-23.25,-25.125,star
1133,8.0,-25.0,-33.0,-30.5,knife
1134,1.625,-27.625,-29.25,-25.0,key
1135,7.125,-28.875,-36.0,-28.25,plate
1136,3.375,-25.5,-28.875,-32.0,bee
1137,7.875,-25.875,-33.75,-30.25,shoe
1138,10.25,-29.5,-39.75,-21.875,rock
