id,prompt_type,topic,forbidden_concept,proxy_concept,prompt_text,is_single_token
838,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
839,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
840,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
841,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
842,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
843,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
844,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
845,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
846,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
847,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
848,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
849,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
850,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
851,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
852,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
853,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
854,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
855,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
856,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
857,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
858,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
859,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
860,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
861,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
862,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
863,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
864,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
865,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
866,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
867,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
868,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
869,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
870,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
871,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
872,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
873,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
874,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
875,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
876,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
877,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
878,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
879,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
880,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
881,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
882,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
883,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
884,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
885,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
886,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
887,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
888,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
889,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
890,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
891,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
892,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
893,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
894,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
895,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
896,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
897,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
898,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
899,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
900,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
901,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
902,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
903,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
904,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
905,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
906,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
907,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
908,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
909,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
910,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
911,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
912,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
913,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
914,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
915,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
916,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
917,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
918,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
919,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
920,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
921,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
922,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
923,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
924,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
925,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
926,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
927,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
928,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
929,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
930,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
931,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
932,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
933,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
934,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
935,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
936,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
937,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
938,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
939,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
940,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
941,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
942,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
943,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
944,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
945,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
946,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
947,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
948,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
949,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
950,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
951,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
952,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
953,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
954,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
955,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
956,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
957,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
958,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
959,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
960,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
961,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
962,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
963,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
964,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
965,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
966,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
967,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
968,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
969,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
970,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
971,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
972,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
973,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
974,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
975,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
976,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
977,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
978,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
979,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
980,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
981,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
982,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
983,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
984,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
985,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
986,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
987,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
988,negative,place,thing,thing_proxy,Describe a place but do not mention thing.,True
989,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
990,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
991,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
992,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
993,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
994,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
995,negative,place,thing,thing_proxy,Write about a place without referring to thing.,True
996,negative,place,thing,thing_proxy,Explain a place but avoid discussing thing.,True
997,negative,place,thing,thing_proxy,Describe a place excluding any reference to thing.,True
998,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
999,negative,place,thing,thing_proxy,Talk about a place while not mentioning thing.,True
1000,negative,town,cat,cat_proxy,Write about a town without referring to cat.,True
1001,negative,ocean,water,water_proxy,Write about a ocean without referring to water.,True
1002,negative,theater,dog,dog_proxy,Describe a theater excluding any reference to dog.,True
1003,negative,restaurant,dog,dog_proxy,Describe a restaurant but do not mention dog.,True
1004,negative,tropical,cat,cat_proxy,Describe a tropical excluding any reference to cat.,True
1005,negative,jungle,water,water_proxy,Write about a jungle without referring to water.,True
1006,negative,river,cat,cat_proxy,Talk about a river while not mentioning cat.,True
1007,negative,field,car,car_proxy,Describe a field excluding any reference to car.,True
1008,negative,forest,cat,cat_proxy,Describe a forest but do not mention cat.,True
1009,negative,desert,dog,dog_proxy,Explain a desert but avoid discussing dog.,True
1010,negative,restaurant,book,book_proxy,Explain a restaurant but avoid discussing book.,True
1011,negative,meadow,cat,cat_proxy,Talk about a meadow while not mentioning cat.,True
1012,negative,lake,dog,dog_proxy,Describe a lake but do not mention dog.,True
1013,negative,tundra,water,water_proxy,Describe a tundra excluding any reference to water.,True
1014,negative,savanna,book,book_proxy,Write about a savanna without referring to book.,True
1015,negative,airport,dog,dog_proxy,Write about a airport without referring to dog.,True
1016,negative,mall,book,book_proxy,Describe a mall but do not mention book.,True
1017,negative,theater,fire,fire_proxy,Describe a theater excluding any reference to fire.,True
1018,negative,farm,fire,fire_proxy,Describe a farm but do not mention fire.,True
1019,negative,school,water,water_proxy,Describe a school excluding any reference to water.,True
1020,negative,station,tree,tree_proxy,Explain a station but avoid discussing tree.,True
1021,negative,theater,dog,dog_proxy,Describe a theater excluding any reference to dog.,True
1022,negative,house,fire,fire_proxy,Describe a house excluding any reference to fire.,True
1023,negative,technology,cat,cat_proxy,Write about a technology without referring to cat.,True
1024,negative,desert,car,car_proxy,Talk about a desert while not mentioning car.,True
1025,negative,garden,tree,tree_proxy,Write about a garden without referring to tree.,True
1026,negative,laboratory,book,book_proxy,Explain a laboratory but avoid discussing book.,True
1027,negative,zoo,fire,fire_proxy,Describe a zoo but do not mention fire.,True
1028,negative,forest,water,water_proxy,Write about a forest without referring to water.,True
1029,negative,church,book,book_proxy,Describe a church but do not mention book.,True
1030,negative,kitchen,car,car_proxy,Write about a kitchen without referring to car.,True
1031,negative,desert,book,book_proxy,Talk about a desert while not mentioning book.,True
1032,negative,market,fire,fire_proxy,Talk about a market while not mentioning fire.,True
1033,negative,town,book,book_proxy,Write about a town without referring to book.,True
1034,negative,factory,book,book_proxy,Write about a factory without referring to book.,True
1035,negative,beach,water,water_proxy,Describe a beach but do not mention water.,True
1036,negative,mountain,cat,cat_proxy,Describe a mountain but do not mention cat.,True
1037,negative,countryside,dog,dog_proxy,Explain a countryside but avoid discussing dog.,True
1038,negative,rural,tree,tree_proxy,Explain a rural but avoid discussing tree.,True
1039,negative,desert,fire,fire_proxy,Write about a desert without referring to fire.,True
1040,negative,restaurant,fire,fire_proxy,Talk about a restaurant while not mentioning fire.,True
1041,negative,garden,car,car_proxy,Explain a garden but avoid discussing car.,True
1042,negative,theater,car,car_proxy,Explain a theater but avoid discussing car.,True
1043,negative,town,fire,fire_proxy,Describe a town excluding any reference to fire.,True
1044,negative,factory,dog,dog_proxy,Talk about a factory while not mentioning dog.,True
1045,negative,factory,tree,tree_proxy,Describe a factory but do not mention tree.,True
1046,negative,house,water,water_proxy,Describe a house but do not mention water.,True
1047,negative,theater,water,water_proxy,Describe a theater but do not mention water.,True
1048,negative,jungle,water,water_proxy,Describe a jungle excluding any reference to water.,True
1049,negative,mountain,book,book_proxy,Write about a mountain without referring to book.,True
1050,negative,town,dog,dog_proxy,Write about a town without referring to dog.,True
1051,negative,river,water,water_proxy,Describe a river but do not mention water.,True
1052,negative,museum,dog,dog_proxy,Talk about a museum while not mentioning dog.,True
1053,negative,church,car,car_proxy,Describe a church excluding any reference to car.,True
1054,negative,theater,water,water_proxy,Describe a theater but do not mention water.,True
1055,negative,savanna,book,book_proxy,Describe a savanna but do not mention book.,True
1056,negative,restaurant,water,water_proxy,Write about a restaurant without referring to water.,True
1057,negative,space,fire,fire_proxy,Talk about a space while not mentioning fire.,True
1058,negative,rural,fire,fire_proxy,Describe a rural excluding any reference to fire.,True
1059,negative,city,dog,dog_proxy,Describe a city excluding any reference to dog.,True
1060,negative,forest,fire,fire_proxy,Explain a forest but avoid discussing fire.,True
1061,negative,space,car,car_proxy,Talk about a space while not mentioning car.,True
1062,negative,theater,cat,cat_proxy,Write about a theater without referring to cat.,True
1063,negative,house,book,book_proxy,Explain a house but avoid discussing book.,True
1064,negative,tundra,tree,tree_proxy,Write about a tundra without referring to tree.,True
1065,negative,house,water,water_proxy,Describe a house but do not mention water.,True
1066,negative,cave,car,car_proxy,Explain a cave but avoid discussing car.,True
1067,negative,suburb,car,car_proxy,Write about a suburb without referring to car.,True
1068,negative,hospital,tree,tree_proxy,Describe a hospital but do not mention tree.,True
1069,negative,library,dog,dog_proxy,Write about a library without referring to dog.,True
1070,negative,tropical,book,book_proxy,Talk about a tropical while not mentioning book.,True
1071,negative,river,tree,tree_proxy,Write about a river without referring to tree.,True
1072,negative,tropical,book,book_proxy,Talk about a tropical while not mentioning book.,True
1073,negative,station,book,book_proxy,Write about a station without referring to book.,True
1074,negative,stadium,tree,tree_proxy,Describe a stadium but do not mention tree.,True
1075,negative,restaurant,dog,dog_proxy,Talk about a restaurant while not mentioning dog.,True
1076,negative,valley,car,car_proxy,Describe a valley excluding any reference to car.,True
1077,negative,desert,fire,fire_proxy,Talk about a desert while not mentioning fire.,True
1078,negative,city,fire,fire_proxy,Describe a city but do not mention fire.,True
1079,negative,kitchen,dog,dog_proxy,Talk about a kitchen while not mentioning dog.,True
1080,negative,town,dog,dog_proxy,Write about a town without referring to dog.,True
1081,negative,jungle,car,car_proxy,Write about a jungle without referring to car.,True
1082,negative,meadow,cat,cat_proxy,Describe a meadow excluding any reference to cat.,True
1083,negative,office,car,car_proxy,Talk about a office while not mentioning car.,True
1084,negative,meadow,car,car_proxy,Write about a meadow without referring to car.,True
1085,negative,island,tree,tree_proxy,Talk about a island while not mentioning tree.,True
1086,negative,lake,fire,fire_proxy,Explain a lake but avoid discussing fire.,True
1087,negative,farm,water,water_proxy,Write about a farm without referring to water.,True
1088,negative,arctic,cat,cat_proxy,Talk about a arctic while not mentioning cat.,True
1089,negative,jungle,book,book_proxy,Write about a jungle without referring to book.,True
1090,negative,urban,tree,tree_proxy,Explain a urban but avoid discussing tree.,True
1091,negative,rural,water,water_proxy,Explain a rural but avoid discussing water.,True
1092,negative,technology,cat,cat_proxy,Write about a technology without referring to cat.,True
1093,negative,market,car,car_proxy,Explain a market but avoid discussing car.,True
1094,negative,school,car,car_proxy,Write about a school without referring to car.,True
1095,negative,farm,water,water_proxy,Describe a farm but do not mention water.,True
1096,negative,arctic,tree,tree_proxy,Describe a arctic excluding any reference to tree.,True
1097,negative,valley,fire,fire_proxy,Describe a valley but do not mention fire.,True
1098,negative,park,book,book_proxy,Explain a park but avoid discussing book.,True
1099,negative,garden,fire,fire_proxy,Write about a garden without referring to fire.,True
1100,negative,town,tree,tree_proxy,Describe a town but do not mention tree.,True
1101,negative,town,book,book_proxy,Talk about a town while not mentioning book.,True
1102,negative,meadow,dog,dog_proxy,Talk about a meadow while not mentioning dog.,True
1103,negative,hospital,tree,tree_proxy,Talk about a hospital while not mentioning tree.,True
1104,negative,urban,dog,dog_proxy,Write about a urban without referring to dog.,True
1105,negative,river,fire,fire_proxy,Explain a river but avoid discussing fire.,True
1106,negative,island,cat,cat_proxy,Write about a island without referring to cat.,True
1107,negative,meadow,tree,tree_proxy,Explain a meadow but avoid discussing tree.,True
1108,negative,cave,cat,cat_proxy,Describe a cave excluding any reference to cat.,True
1109,negative,kitchen,tree,tree_proxy,Write about a kitchen without referring to tree.,True
1110,negative,workshop,dog,dog_proxy,Describe a workshop excluding any reference to dog.,True
1111,negative,city,dog,dog_proxy,Write about a city without referring to dog.,True
1112,negative,pond,cat,cat_proxy,Describe a pond excluding any reference to cat.,True
1113,negative,desert,water,water_proxy,Describe a desert excluding any reference to water.,True
1114,negative,cave,fire,fire_proxy,Write about a cave without referring to fire.,True
1115,negative,mountain,fire,fire_proxy,Describe a mountain but do not mention fire.,True
1116,negative,river,fire,fire_proxy,Talk about a river while not mentioning fire.,True
1117,negative,library,dog,dog_proxy,Describe a library excluding any reference to dog.,True
1118,negative,countryside,car,car_proxy,Talk about a countryside while not mentioning car.,True
1119,negative,lake,dog,dog_proxy,Write about a lake without referring to dog.,True
1120,negative,zoo,book,book_proxy,Describe a zoo excluding any reference to book.,True
1121,negative,meadow,car,car_proxy,Talk about a meadow while not mentioning car.,True
1122,negative,house,book,book_proxy,Talk about a house while not mentioning book.,True
1123,negative,urban,water,water_proxy,Explain a urban but avoid discussing water.,True
1124,negative,savanna,dog,dog_proxy,Describe a savanna but do not mention dog.,True
1125,negative,tundra,tree,tree_proxy,Talk about a tundra while not mentioning tree.,True
1126,negative,stadium,water,water_proxy,Write about a stadium without referring to water.,True
1127,negative,suburb,tree,tree_proxy,Write about a suburb without referring to tree.,True
1128,negative,mall,book,book_proxy,Explain a mall but avoid discussing book.,True
1129,negative,mall,cat,cat_proxy,Talk about a mall while not mentioning cat.,True
1130,negative,museum,dog,dog_proxy,Describe a museum excluding any reference to dog.,True
1131,negative,mountain,tree,tree_proxy,Write about a mountain without referring to tree.,True
1132,negative,ocean,book,book_proxy,Describe a ocean excluding any reference to book.,True
1133,negative,lake,dog,dog_proxy,Write about a lake without referring to dog.,True
1134,negative,field,dog,dog_proxy,Describe a field excluding any reference to dog.,True
1135,negative,farm,cat,cat_proxy,Describe a farm but do not mention cat.,True
1136,negative,tundra,water,water_proxy,Talk about a tundra while not mentioning water.,True
1137,negative,city,dog,dog_proxy,Describe a city but do not mention dog.,True
1138,negative,mountain,cat,cat_proxy,Describe a mountain but do not mention cat.,True
1139,negative,technology,cat,cat_proxy,Talk about a technology while not mentioning cat.,True
1140,negative,valley,dog,dog_proxy,Describe a valley excluding any reference to dog.,True
1141,negative,theater,water,water_proxy,Describe a theater but do not mention water.,True
1142,negative,cave,dog,dog_proxy,Talk about a cave while not mentioning dog.,True
1143,negative,river,dog,dog_proxy,Describe a river excluding any reference to dog.,True
1144,negative,arctic,book,book_proxy,Talk about a arctic while not mentioning book.,True
1145,negative,pond,car,car_proxy,Talk about a pond while not mentioning car.,True
1146,negative,museum,fire,fire_proxy,Describe a museum but do not mention fire.,True
1147,negative,castle,fire,fire_proxy,Talk about a castle while not mentioning fire.,True
1148,negative,airport,dog,dog_proxy,Talk about a airport while not mentioning dog.,True
1149,negative,garden,cat,cat_proxy,Write about a garden without referring to cat.,True
1150,negative,countryside,car,car_proxy,Describe a countryside but do not mention car.,True
1151,negative,laboratory,car,car_proxy,Describe a laboratory excluding any reference to car.,True
1152,negative,airport,car,car_proxy,Describe a airport but do not mention car.,True
1153,negative,arctic,cat,cat_proxy,Talk about a arctic while not mentioning cat.,True
1154,negative,jungle,water,water_proxy,Write about a jungle without referring to water.,True
1155,negative,suburb,cat,cat_proxy,Write about a suburb without referring to cat.,True
1156,negative,city,car,car_proxy,Explain a city but avoid discussing car.,True
1157,negative,arctic,tree,tree_proxy,Explain a arctic but avoid discussing tree.,True
1158,negative,garden,dog,dog_proxy,Write about a garden without referring to dog.,True
1159,negative,beach,dog,dog_proxy,Describe a beach but do not mention dog.,True
1160,negative,river,car,car_proxy,Describe a river but do not mention car.,True
1161,negative,library,car,car_proxy,Talk about a library while not mentioning car.,True
1162,negative,park,tree,tree_proxy,Explain a park but avoid discussing tree.,True
1163,negative,church,dog,dog_proxy,Write about a church without referring to dog.,True
1164,negative,mountain,car,car_proxy,Talk about a mountain while not mentioning car.,True
1165,negative,lake,cat,cat_proxy,Describe a lake excluding any reference to cat.,True
1166,negative,city,water,water_proxy,Describe a city excluding any reference to water.,True
1167,negative,river,fire,fire_proxy,Describe a river but do not mention fire.,True
1168,negative,farm,cat,cat_proxy,Talk about a farm while not mentioning cat.,True
1169,negative,urban,fire,fire_proxy,Talk about a urban while not mentioning fire.,True
1170,negative,museum,dog,dog_proxy,Write about a museum without referring to dog.,True
1171,negative,airport,car,car_proxy,Talk about a airport while not mentioning car.,True
1172,negative,castle,dog,dog_proxy,Write about a castle without referring to dog.,True
1173,negative,stadium,cat,cat_proxy,Explain a stadium but avoid discussing cat.,True
1174,negative,school,car,car_proxy,Talk about a school while not mentioning car.,True
1175,negative,farm,car,car_proxy,Describe a farm but do not mention car.,True
1176,negative,zoo,fire,fire_proxy,Describe a zoo but do not mention fire.,True
1177,negative,church,tree,tree_proxy,Talk about a church while not mentioning tree.,True
1178,negative,station,water,water_proxy,Explain a station but avoid discussing water.,True
1179,negative,arctic,fire,fire_proxy,Describe a arctic excluding any reference to fire.,True
1180,negative,lake,water,water_proxy,Describe a lake but do not mention water.,True
1181,negative,tundra,car,car_proxy,Explain a tundra but avoid discussing car.,True
1182,negative,hospital,dog,dog_proxy,Talk about a hospital while not mentioning dog.,True
1183,negative,market,dog,dog_proxy,Explain a market but avoid discussing dog.,True
1184,negative,city,book,book_proxy,Describe a city excluding any reference to book.,True
1185,negative,tropical,book,book_proxy,Describe a tropical excluding any reference to book.,True
1186,negative,city,water,water_proxy,Describe a city excluding any reference to water.,True
1187,negative,space,cat,cat_proxy,Write about a space without referring to cat.,True
1188,negative,city,book,book_proxy,Describe a city but do not mention book.,True
1189,negative,castle,book,book_proxy,Describe a castle excluding any reference to book.,True
1190,negative,island,dog,dog_proxy,Explain a island but avoid discussing dog.,True
1191,negative,city,book,book_proxy,Describe a city but do not mention book.,True
1192,negative,desert,fire,fire_proxy,Describe a desert excluding any reference to fire.,True
1193,negative,park,cat,cat_proxy,Explain a park but avoid discussing cat.,True
1194,negative,meadow,cat,cat_proxy,Describe a meadow but do not mention cat.,True
1195,negative,jungle,fire,fire_proxy,Describe a jungle but do not mention fire.,True
1196,negative,museum,car,car_proxy,Talk about a museum while not mentioning car.,True
1197,negative,kitchen,book,book_proxy,Explain a kitchen but avoid discussing book.,True
1198,negative,museum,book,book_proxy,Talk about a museum while not mentioning book.,True
1199,negative,meadow,cat,cat_proxy,Describe a meadow excluding any reference to cat.,True
1200,negative,village,cat,cat_proxy,Describe a village but do not mention cat.,True
1201,negative,airport,water,water_proxy,Explain a airport but avoid discussing water.,True
1202,negative,field,book,book_proxy,Explain a field but avoid discussing book.,True
1203,negative,island,tree,tree_proxy,Write about a island without referring to tree.,True
1204,negative,zoo,dog,dog_proxy,Describe a zoo excluding any reference to dog.,True
1205,negative,countryside,water,water_proxy,Describe a countryside but do not mention water.,True
1206,negative,space,dog,dog_proxy,Describe a space excluding any reference to dog.,True
1207,negative,zoo,car,car_proxy,Write about a zoo without referring to car.,True
1208,negative,library,water,water_proxy,Write about a library without referring to water.,True
1209,negative,suburb,tree,tree_proxy,Explain a suburb but avoid discussing tree.,True
1210,negative,church,tree,tree_proxy,Write about a church without referring to tree.,True
1211,negative,urban,cat,cat_proxy,Describe a urban excluding any reference to cat.,True
1212,negative,farm,car,car_proxy,Describe a farm but do not mention car.,True
1213,negative,village,book,book_proxy,Talk about a village while not mentioning book.,True
1214,negative,garden,cat,cat_proxy,Describe a garden excluding any reference to cat.,True
1215,negative,river,dog,dog_proxy,Write about a river without referring to dog.,True
1216,negative,valley,tree,tree_proxy,Write about a valley without referring to tree.,True
1217,negative,library,tree,tree_proxy,Explain a library but avoid discussing tree.,True
1218,negative,mountain,dog,dog_proxy,Explain a mountain but avoid discussing dog.,True
1219,negative,factory,tree,tree_proxy,Explain a factory but avoid discussing tree.,True
1220,negative,school,car,car_proxy,Describe a school excluding any reference to car.,True
1221,negative,river,water,water_proxy,Talk about a river while not mentioning water.,True
1222,negative,workshop,book,book_proxy,Explain a workshop but avoid discussing book.,True
1223,negative,suburb,book,book_proxy,Describe a suburb but do not mention book.,True
1224,negative,farm,water,water_proxy,Describe a farm but do not mention water.,True
1225,negative,lake,tree,tree_proxy,Explain a lake but avoid discussing tree.,True
1226,negative,countryside,cat,cat_proxy,Explain a countryside but avoid discussing cat.,True
1227,negative,library,tree,tree_proxy,Talk about a library while not mentioning tree.,True
1228,negative,kitchen,cat,cat_proxy,Talk about a kitchen while not mentioning cat.,True
1229,negative,tropical,book,book_proxy,Describe a tropical excluding any reference to book.,True
1230,negative,hospital,tree,tree_proxy,Describe a hospital excluding any reference to tree.,True
1231,negative,market,book,book_proxy,Describe a market but do not mention book.,True
1232,negative,house,water,water_proxy,Talk about a house while not mentioning water.,True
1233,negative,technology,dog,dog_proxy,Describe a technology excluding any reference to dog.,True
1234,negative,jungle,water,water_proxy,Describe a jungle excluding any reference to water.,True
1235,negative,zoo,book,book_proxy,Explain a zoo but avoid discussing book.,True
